speechid	speechpath	speaker_id	review_score	transcript	category	speaker_gender	speaker_age
b6LOJ9INLvESYkb4yWrz	audio/4eee0e9f-6011-4560-82ac-e718912425ce.wav	Y3uj7LGGFGcrklUpQDW50rwa0hL2	5	ഓണം വരാനൊരു മൂലം വേണം.	proverb	Male	20-30
b81GNjOEGnb19ll5e6N0	audio/80a69e90-d5ac-41c0-8d95-2cdf30fb9c96.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	ഭക്ഷണം കഴിച്ചിട്ടേ പോകാവൂ.	conversation	Female	30-40
b9RA0lDPWYux12t9CCAM	audio/7531df1b-033b-4600-894b-66edb930edbc.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	5	ഇന്നെങ്കിലും ഒന്ന് നേരത്തേയിറങ്ങ്.	conversation	Male	20-30
bH4OZXME6vSiW9BDIRg8	audio/8d4e2663-5466-49d9-9f03-ab2ec70ecd09.wav	3jBdkUX9NmUhEU9cikIgOsfM1KN2	5	നിറകുടം തുളുമ്പില്ല.	proverb	default	default
bRLN5fBYIXll1dFLdnpE	audio/96387a66-35af-4a95-88a6-dbe46e99e239.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	5	മുതലക്കുഞ്ഞിനെ നീന്തൽ പഠിപ്പിക്കേണ്ട.	proverb	default	default
c7JV1f2nLmBsauNl8meU	audio/26716d5f-0482-48da-91da-3a940b95cb39.wav	yBBnFr5oSyNqtcbNDiTQYAGT21J3	5	തേനൊഴിച്ചു വളർത്തിയാലും കാഞ്ഞിരം കയ്ക്കും.	proverb	default	default
c9ASikkW48oUYaTYvYnC	audio/7f4708f4-34e6-4eae-a980-5a710072489e.wav	3jBdkUX9NmUhEU9cikIgOsfM1KN2	5	കൊക്കെത്ര കുളം കണ്ടതാ?	proverb	default	default
cCwyKVzZvLKxZ7r6Ub16	audio/d9fdfdfd-84d7-489d-ad2a-263d8109590e.wav	fkaBZ59tR9Nz9FIGOdI2hpVgWcL2	5	അണ്ണാൻ കുഞ്ഞും തന്നാലായത്.	proverb	default	default
cMYrLtetjsIFPOFH4oTT	audio/c697b575-a112-4770-bdbb-c6781922b21a.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	പുകഞ്ഞ കൊള്ളി പുറത്ത്.	proverb	Male	30-40
dZMp76SGoVfOhnhhdPY6	audio/cf02d46e-5d56-4c68-b843-e738b40c0f02.wav	lwegLlqhdSa6pWIFysqrQSSnsV53	5	ആഴത്തിൽ ഉഴുതു അകലെ നടണം.	proverb	default	default
dZRobhjeH6Iep4DhYf1X	audio/a6e3893f-3f1f-468f-a353-03555871ae3d.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	ആമയും മുയലും	story	Female	30-40
dZogfPeTrkrDhS91VORe	audio/a9c4a78f-cd7d-44b3-96ee-dfedcac8ca15.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	5	പഴഞ്ചൊല്ലിൽ പതിരില്ല.	proverb	default	default
dinNEMynvGGmRdT793iC	audio/259aa695-e79b-4dde-bf81-ca9a7c9a594a.wav	g4eAoN3BEuVoazRlmPi4Ud2zTHd2	5	കൊക്കെത്ര കുളം കണ്ടതാ?	proverb	default	default
ds3qNlquqgZOXrLIGpZc	audio/e32e2a11-95c1-49a2-b5dd-fba221cdbea2.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	5	നിന്റെ പേരെന്താണ്?	conversation	Male	30-40
duNx6n104qfLuCJRTuxS	audio/f3b88d17-968e-490e-ada8-287d4162bc8d.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	5	എന്റെ ആരോപണങ്ങൾക്കെല്ലാം നിനക്ക് മറുപടിയുണ്ടായിരിക്കാം	story	default	default
dy5ulAvL1qAfNPVh4e8R	audio/8b72d92b-d695-488d-98c6-761bc42875fd.wav	MYf90clR8ehYYBOp1NAncn85tuH3	5	ഇല്ല അങ്ങുന്നേ ഞാനിതേവരെ പുല്ലു കഴിക്കാറായിട്ടില്ല	story	default	default
e3n7wXWW9x8mDQm9jvPI	audio/46c014b5-994f-4067-996a-edf755d2d5eb.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	നവര വിതച്ചാൽ തുവര കായ്ക്കുമോ?	proverb	Female	30-40
e45ylnCZJyTpxu1Xndvx	audio/59ff5041-a036-40ce-a4a7-937b08b8f643.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	5	അണ്ണാൻ മൂത്താലും മരം കേറ്റം മറക്കുമോ?	proverb	Male	30-40
e5kuNs69QeUidXTnsoZl	audio/595b45ca-43c1-4385-9be1-8d92e7bf1258.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	കൂട്ടം തെറ്റി അലയുകയായിരുന്ന ആട്ടിന്‍ കുട്ടിയെ കണ്ട ചെന്നായ അതിനെ കൊന്നു തിന്നുവാന്‍ തീരുമാനിച്ചു	story	Male	30-40
e7gjGwYKSQjjD1t4pqd8	audio/ecf9d9e5-51c4-446a-bbb6-0d6be527305c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	5	കാക്കയുടെ വിശപ്പും മാറും പശുവിന്റെ കടിയും മാറും.	proverb	Male	30-40
e9eVejUCy20Etcnb65sE	audio/3595f614-e379-49fb-86e7-759d27ae420a.wav	lwegLlqhdSa6pWIFysqrQSSnsV53	5	ചൂടുവെള്ളത്തിൽ വീണ പൂച്ചക്ക് പച്ചവെള്ളം കണ്ടാലും പേടി.	proverb	default	default
eER3BXC7h5YFjOKzH8T6	audio/9fc21616-e0c6-4edd-b115-5416ff5a0b7c.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	5	എല്ലാരും‌ തേങ്ങ ഉടയ്ക്കുമ്പോൾ ഞാനൊരു ചിരട്ടയെങ്കിലും ഉടയ്ക്കണ്ടേ?	proverb	default	default
eFCOilOlspvKq1wVTHki	audio/24e069c5-8111-40c2-924e-3923bae4e8d2.wav	MYf90clR8ehYYBOp1NAncn85tuH3	5	രാജന്‍ കനിവുണ്ടാകണം	story	default	default
eFGP2YRdmGcJ9ZmdN7Lk	audio/176ccc31-f420-4c52-bae8-1424d3a544b6.wav	W25drYULyTQsP57oZsKYvaHHjxu1	5	എന്നും വ്യായാമം ചെയ്യാറുണ്ട് കേട്ടോ	conversation	default	default
eKYUH3JeUtXDfxBeggCL	audio/32b922fd-1af1-4193-a38e-1ea85ca213fc.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	കുറച്ച് കൂടി കഴിയ്ക്കൂ.	conversation	Female	30-40
eSdLfiHN3UMbMeAZhPwu	audio/77429f2d-610e-4d18-a3fa-a2ca1ea2432f.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	5	ചങ്ങാതിയെ അറിഞ്ഞാല്‍ ആളെയറിയാം	story	default	default
f3fBd4iPIL5jbteUZRNo	audio/e21d3475-c56f-4935-b6c6-d6d6e5f3249e.wav	MYf90clR8ehYYBOp1NAncn85tuH3	5	ഗുണപാഠം: പ്രതികൂല സാഹചര്യങ്ങള്‍ അനുകൂലമാക്കുന്നതിലാണ് യഥാർത്ഥ സാമർത്ഥ്യം	story	default	default
f45u0EoTirVrYSXoadM8	audio/0e3539f5-ff42-4cf9-bca2-2c20cc55d2df.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	ഇതോടെ ആരോപണങ്ങള്‍ മതിയാക്കിയ ചെന്നായ് ആട്ടിന്‍ കുട്ടിയെ കൊന്നു ശാപ്പിട്ടു കൊണ്ട് പറഞ്ഞു	story	Male	30-40
f5x1tHvjY8ofpiRcMU07	audio/3ae242e4-e3dc-41f3-b033-ab7f9f5d877b.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	വലയില്‍ കിടന്നു പ്രാണഭയത്താല്‍ അലറിയ സിംഹത്തിന്റെ കരച്ചില്‍ അടുത്തുള്ള എലി കേൾക്കാനിടയായി	story	Male	30-40
fBTeMUgDEZkKGYp0KHe7	audio/540a6051-76b3-4cd7-bac1-37363c1459f6.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	ഇയാൾ വൻ കോമഡിയാണല്ലോ.	conversation	Female	30-40
fBfDI0ljrEYhP3Il8oHO	audio/3011a56a-0332-435d-a423-cd6dd6a24334.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	5	ഇടി വെട്ടിയവനെ പാമ്പു കടിച്ചു.	proverb	default	default
fWLYp5kECxOqiJ0ZbQSr	audio/b759ef27-2eae-4cb0-a006-3a28eb0dccf8.wav	KPppnsxEYoYUpLTsjFfNl8exkYv1	5	ഈയിടെയായി രാത്രിയിൽ തീരെ ഉറക്കമില്ല.	conversation	default	default
nmtZcZ0lmCxPCDDI4JaJ	audio/dcddd7ac-3b1e-419f-bd61-b0f4f97eb734.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	5	പൊന്നു കായ്ക്കുന്ന മരമായാലും പുരയ്ക്കു ചാഞ്ഞാൽ മുറിയ്ക്കണം.	proverb	default	default
o6yR0x03mq0uLcDo1Qbh	audio/2fa5e6fe-04c7-4bcd-9e52-022c31609b0a.wav	W25drYULyTQsP57oZsKYvaHHjxu1	5	നിനക്കിത് നന്നായി ചേരും	conversation	default	default
o89WM1TQgHkmkGxJ0cR3	audio/18d2472f-5f86-46a2-83db-665bb5ac3541.wav	TeHGldAr4ceaWLoGisQ650gePJQ2	5	എല്ലാരും‌ തേങ്ങ ഉടയ്ക്കുമ്പോൾ ഞാനൊരു ചിരട്ടയെങ്കിലും ഉടയ്ക്കണ്ടേ?	proverb	default	default
oBq523VsRT32CII4xIbt	audio/fa04541d-32bc-4471-aad7-d5fb081b69ce.wav	cQjzGjZwBUauYT3iXkJEFCoOrhH3	5	പട പേടിച്ച് പന്തളത്ത് പോയപ്പോൾ അവിടെ പന്തം കൊളുത്തി പട.	proverb	default	default
oDOV4pikwVZ1aHQTT6tj	audio/a4942498-037e-432c-ac00-f18c5b0f3cef.wav	lwegLlqhdSa6pWIFysqrQSSnsV53	5	നീർക്കോലിക്ക് നീന്തൽ പഠിപ്പിക്കണ്ട.	proverb	default	default
oYBLDQT2RXgLCSDYerke	audio/ff698825-d1dc-408b-b26b-2a5d3c3f67d2.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	5	പരശുറാം ഏത് പ്ലാറ്റ്ഫോമിലാണ്?	conversation	Male	20-30
oZ4Fcd3OKnXU08IbTQuh	audio/f8a8adc4-c1b1-425d-84b2-79b7309e9323.wav	4g8oHH1MgvOvECpoSKbWWrRpWT82	5	പയ്യെത്തിന്നാൽ പനയും തിന്നാം	proverb	Male	20-30
oZA60zK7dvh4J9DdLKei	audio/57790aab-0fff-435a-a2de-8ecc171c2d58.wav	MYf90clR8ehYYBOp1NAncn85tuH3	5	പുര കത്തുമ്പോൾ വാഴവെട്ടുക.	proverb	default	default
oakecoADR6HHpIJY9QdX	audio/dd611213-37d9-43b6-8942-fa8fd9d2bb6c.wav	MYf90clR8ehYYBOp1NAncn85tuH3	5	ഇക്കൊല്ലം ഇനി മഴ കിട്ടുമെന്ന് തോന്നുന്നില്ല.	conversation	default	default
qOR5g7G7mNqy4MuHLJSU	audio/e600eba0-a78d-424f-965a-2d9a107fcaf8.wav	vUdcLk4ROIR8CsaYAG6YsAmj15J3	5	നേരെ നോക്കി നടക്കണം കുട്ടീ!	conversation	default	default
rWU50TcWQYCAiqLHTeTC	audio/1922a095-be69-46d1-b3aa-ccaf370afd91.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	നായയും എല്ലിന്‍ കഷ്ണവും	story	Male	30-40
uiH4o0RGp2CTtMmQeYlT	audio/ea3829f0-21ad-4210-bb6f-1d3c4a3eb58f.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	5	എതൊന്നും എനിയ്ക്ക് അറിയില്ലായിരുന്നു.	conversation	Male	30-40
urRMc8ctt2rFO9RhGlYr	audio/8138c1b7-e8c1-49e7-b4cc-c66a64264d8f.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	5	വിദ്യാധനം സർവ്വധനാൽ പ്രധാനം.	proverb	default	default
xZoDKvvIhPEYnlgGyBs4	audio/1533112d-ee7a-4fd1-9754-760b22558494.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	5	എന്നാലിന്നു അത്താഴപ്പട്ടിണി കിടക്കാന്‍ എനിക്കുദ്ദേശമില്ല	story	Female	30-40
xbyBQ9ZzBHmVT2T1ilKZ	audio/a6225fc9-9f5f-4e30-8305-b27bab9104c2.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	5	മൊത്തം എത്ര രൂപയായി?	conversation	Male	30-40
0ErcCyR2OdDcFi31xmSz	audio/eb8b87cf-82a3-4a8e-91b8-775ae8250e7a.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	ഞാൻ ഒരു പാട്ട് പാടട്ടെ.	conversation	Male	30-40
0RmmAqp4JGYBLKBorjmJ	audio/b4f93af9-8131-43ca-9ddf-b754656b3353.wav	L2VjTEBUwJVobWfHy9wPZo0C7EQ2	4	കറിയുടെ സ്വാദു്‌ തവിയറിയില്ല.	proverb	default	default
1Bz5uORvQ2Fa1RrS3OQV	audio/dce02217-ecb8-423c-b60a-da841d059b6c.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എന്റെ വയർ നിറഞ്ഞു.	conversation	Male	30-40
1id401ZR9fTOpNWbHCAN	audio/54a5c866-251a-4a6e-822e-8d047c09470d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	വേലി ചാടുന്ന പശുവിനു കോലുകൊണ്ട് മരണം.	proverb	Male	30-40
1mB7bDiS370LK0oakKXh	audio/82519153-961a-46ae-b2f3-fbf4edf2a135.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	നാളെ വന്നാലും മതി.	conversation	Male	30-40
1mWLO5FpUUXHwb2vKfXZ	audio/8b0ccaec-0b1e-4fdf-8aaf-876af6622793.wav	3jBdkUX9NmUhEU9cikIgOsfM1KN2	4	എല്ലാരും‌ തേങ്ങ ഉടയ്ക്കുമ്പോൾ ഞാനൊരു ചിരട്ടയെങ്കിലും ഉടയ്ക്കണ്ടേ?	proverb	default	default
1rZEOhJCfod2t5dFpYT7	audio/228a2126-4376-44c2-ad64-6fbfb713a398.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	അത് പിന്നെ പറയാനുണ്ടോ?	conversation	Male	30-40
1tVApuQDWEqkGAk4XbAo	audio/1dcb046c-5c90-465e-8933-b8487a2fe0be.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	ഞങ്ങൾ പായസം വെച്ച് കുടിച്ചു.	conversation	Male	30-40
2Iuef3U3mCMuRWPiIoKN	audio/4dfc0d5c-c759-4b5d-ba7f-5813065b015b.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	വന്നുവന്ന് ഇത്തിരി കൂടുന്നുണ്ട്.	conversation	Female	30-40
2LIBBCbEbSArsEdLokfa	audio/2c04844b-15cf-4b36-a4e6-976d459a8f6a.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	മത്തിക്കറിയോളം വരുമോ?	conversation	Male	30-40
2azNZpdkf7ZPV4d2tJHe	audio/1ae63869-062f-4005-92fa-487bc2bb753d.wav	Li6cyWawv0TavTANle4yTmzCDty2	4	നീയാള് കൊള്ളാമല്ലോ.	conversation	Female	50-60
2cWEkQxoAH03SKgNaHPr	audio/6980eefa-1229-4905-a775-f2bf6337e146.wav	NqyS5DeJ3FMYGFdfeoenuXS8M2Q2	4	വാക്കു കൊണ്ടു കോട്ട കെട്ടുക.	proverb	Male	30-40
2emIwnFH1lgx1K04rjs7	audio/9971177c-880d-46cc-81d5-98836b181652.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	കൂടുതൽ വിശദീകരിക്കുന്നില്ല.	conversation	Male	30-40
3IbITlFevFdCZ8ZKXNrz	audio/6b94d1e0-6a56-43ef-95ab-9439f31644d2.wav	WnrwjCDN1PgNuCK4IrstUpDLJB93	4	ഞാൻ ഒരു പാട്ട് പാടട്ടെ.	conversation	default	default
3JS0lnUYDBewku3KrJhX	audio/4d130113-d50e-4359-84e6-ce83325aff23.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	പാടാന്‍ മറന്ന പരുന്തുകൾ	story	default	default
3LyZJ0porYdsa88KOBT5	audio/6854e684-7e77-4ef8-a85c-bea3e2f76d67.wav	mYTyO3jrvgZv1XU0pZwRbSwwuhC3	4	ചട്ടുവമറിയുമോ കറിയുടെ രസം?	proverb	default	default
3QhYs14mKQp4Vjz9WRR7	audio/9ee0e479-0711-4d50-88ef-2faef92a345a.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഉള്ളതുകൊണ്ടു ഓണം പോലെ.	proverb	default	default
3jnArGsVXqvRUInHL5Tl	audio/2fcdb870-edf5-4be2-901f-58d23d489aad.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	കാണം വിറ്റും ഓണമുണ്ണണം.	proverb	default	default
3skDFw4lQXOfZD1gz4oX	audio/181b4565-335a-4ada-9199-b16d2457a149.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഓണം വരാനൊരു മൂലം വേണം.	proverb	default	default
42UwxKQo2NSLQbRcOhed	audio/41bf6a4c-c2a5-4e2c-a046-32a6e3ad8100.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	എന്നെങ്കിലും എന്നെ കൊണ്ട് അങ്ങേയ്ക്ക് പ്രയോജനം ഉണ്ടാവും	story	Male	30-40
43xRPTWpKcCLhZ6jCFh8	audio/30b1e35d-f85d-4d61-ba59-f2ee39d523e0.wav	c2UZvQV9xbYfBUw847Pypqb5PsS2	4	പൂച്ചയ്ക്കെന്ത് പൊന്നുരുക്കുന്നിടത്ത് കാര്യം?	proverb	Male	20-30
48Jqu52IdqzU8VtaMIZY	audio/f15c762c-a575-4629-8649-c7b206c13ab4.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ചൊട്ടയിലെ ശീലം ചുടല വരെ.	proverb	default	default
4C48lQp2aDnRzQNycV3c	audio/fdb029a7-a4e6-4d4c-9c81-4736e17306c8.wav	3jBdkUX9NmUhEU9cikIgOsfM1KN2	4	ചൂടുവെള്ളത്തിൽ വീണ പൂച്ചക്ക് പച്ചവെള്ളം കണ്ടാലും പേടി	default	default	default
4NB3idK5B34AIMBF700k	audio/f1fe13d5-646f-42a2-a673-e836401caa1d.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	പലതുള്ളിപ്പെരുവെള്ളം.	proverb	Male	30-40
4VRwYgcXj3jpqim2Vdr2	audio/c5bdb6d6-e319-4cc1-abe5-477f1484262b.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	അളക്കുന്ന നാഴിക്കു്‌ അരിവില അറിയാമോ?	proverb	default	default
4xmJQFq79HaH3WBm5FbF	audio/6ee2d55b-c0db-4319-a8d9-171bf4569a90.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ആരാണെന്നും എന്താണെന്നും അറിയില്ല.	conversation	Female	30-40
51DuVBqF3rcMp44DIrBL	audio/ce74d18f-3b2e-4bfc-aa29-1c8a4115f635.wav	9cnfAn0iD7Vl1LHqey1tdt8ANo43	4	ഓണം വരാനൊരു മൂലം വേണം.	proverb	default	default
5CB0WPXZqxwhxNf0Jvba	audio/a5f30f93-c3fd-4032-8bfa-4516bfa8bbc8.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ചാണകക്കുഴിയും പെരുങ്കടലും തുല്യമോ?	proverb	Female	30-40
5VVgY3RDFJnCAtPfRCdo	audio/833c9b64-703c-493e-bdb4-f643dddc69c0.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ചെമ്മീൻ തുള്ളിയാൽ മുട്ടോളം പിന്നെയും തുള്ളിയാൽ ചട്ടീല്.	proverb	Female	30-40
5ZaHpTb58j9TScbFpCod	audio/04855a2b-36de-4164-afb9-20b78bb4004b.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ഉള്ളതു പറഞ്ഞാൽ ഉറിയും ചിരിക്കും.	proverb	Female	30-40
5fFg0mgZz2X16Nkqek2N	audio/8637d1cf-d124-47c4-92dc-d8110a003ea4.wav	LTokmTKpwaO6Bdb5fTtoSLYMc8e2	4	ഒരുമയുണ്ടെങ്കിൽ ഉലക്കമേലും കിടക്കാം.	proverb	default	default
5vGP4qs2NXGjVDyb4T95	audio/1bdb330f-8ea1-4d3e-83c2-ef2e611e8fcf.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	പഴഞ്ചൊല്ലിൽ പതിരില്ല.	proverb	Female	20-30
6K36jdxezrwiNDHWEyJo	audio/44fe1644-5d79-4305-b1df-73b5bbe96516.wav	PJMWcpdwKpRpMu5EJRGXjfnofWv2	4	താൻ പാതി ദൈവം പാതി.	proverb	default	default
6Nhj7Ickrk9kRDgWPoHb	audio/cddc6a8f-d087-430e-adfe-262071c69ff0.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	പൊന്നു കായ്ക്കുന്ന മരമായാലും പുരയ്ക്കു ചാഞ്ഞാൽ മുറിയ്ക്കണം.	proverb	Male	30-40
6RMqZ82qp1U9RGumhYpO	audio/f2174dbd-8eb7-487b-8aa1-4680a8d68b98.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	നീ വിഷമിക്കേണ്ട.	conversation	Female	30-40
6gY6rLaUECYmzcS9Mb0c	audio/3109a6b7-dc6e-4458-b48b-3fd3baa01894.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എന്നാണ് എത്തിയത്?	conversation	Male	30-40
6kJ6qlHAghFaYuKWhYW9	audio/7e6fad82-4665-4645-ac6a-803ab23337a2.wav	lwegLlqhdSa6pWIFysqrQSSnsV53	4	വന്ന വഴി മറക്കരുത്.	proverb	default	default
6orwhG3mKfvgx5gWX0Ap	audio/d94c2f19-9edf-410f-b3db-0ab316f2bab6.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	അടിതെറ്റിയാൽ ആനയും വീഴും.	proverb	default	default
6wmORgHec65YxTHEk2vh	audio/15ea1bef-bbb0-401c-a6a1-6678f525cac9.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	വിശപ്പിനു രുചിയില്ല.	proverb	Female	30-40
6xWA0AZjJhl44Zh0T8UQ	audio/a480bfa1-46cf-414d-8629-91ffb484db99.wav	MYf90clR8ehYYBOp1NAncn85tuH3	4	വവ്വാലും കീരികളും	story	default	default
6zDPv7HpzUnEjx1g7SMO	audio/4dc7f652-50e5-4cf0-8c94-8140ace41ffc.wav	c2UZvQV9xbYfBUw847Pypqb5PsS2	4	ഇല്ലംനിറ വല്ലം നിറ പെട്ടി നിറ പത്തായം നിറ.	proverb	Male	20-30
7BZAh4aBWvAicmEZfRlH	audio/eb3f4fe0-2e4b-45a9-a09b-3fd551a8cade.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	പാത്രം നന്നായി കഴുകണം.	conversation	Male	30-40
7G4MuI5hADBXKTJ2CBXD	audio/84ee89eb-27ae-4687-b68c-e67245f6d8a0.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഗരുഡൻ ആകാശത്തിൽ പറക്കും ഈച്ച അങ്കണത്തിൽ പറക്കും	proverb	default	default
7KcikhT7hmD3mz8QlGMf	audio/046cabb7-7c5f-4048-86ea-1e71cf68a296.wav	rjh2u8PthLd9AuPARWuuiRcZKfp1	4	ബാലൻസ് തെറ്റി വീണു.	conversation	Female	30-40
7QbVMxARPnre3Vype1Gk	audio/d8531dd0-68f3-4a0e-b4b2-fcda461ce434.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഒരുമയുണ്ടെങ്കിൽ ഉലക്കമേലും കിടക്കാം.	proverb	default	default
7VP9W0FrOLCDtKlqrohB	audio/8fcb8d6c-d439-42be-8938-62a2dbfe2f01.wav	59Tt9EuW2DOtyckjvkMVmuPqRW13	4	നിങ്ങൾ ഇതുവരെ പുറപ്പെട്ടില്ലേ?	default	Male	30-40
7WQncwMqSYojttjVi0Ew	audio/82e38d45-3a5c-4c77-81b5-99afbdee2152.wav	oeaNxrE0uxNSfoDpdrCYGBGC7uC3	4	ഉണ്ട ചോറിനു നന്ദി കാട്ടണം.	proverb	default	default
7WXqL2yt68cYzP6lLFU0	audio/05fb61fe-f089-4f68-9c52-417501d04377.wav	c2UZvQV9xbYfBUw847Pypqb5PsS2	4	കുരുത്തക്കേടു് കുന്നിക്കുരുവോളം മതി.	proverb	Male	20-30
7c2npiptOzk9NOfIzf6t	audio/253405f8-8987-4eca-a2a0-0032c58f2290.wav	g4eAoN3BEuVoazRlmPi4Ud2zTHd2	4	അത്താഴം മുടക്കാൻ നീർക്കോലി മതി.	proverb	default	default
7cm2UW8vZG5xHmFu8ikg	audio/f88f4cd0-60b6-4110-b364-973a4545f058.wav	mYTyO3jrvgZv1XU0pZwRbSwwuhC3	4	കാന്താരിമുളകെന്തിനാ അധികം?	proverb	default	default
7f9jEfUbrfR6KFqGNMli	audio/f0ac1dfb-8aa5-415c-9266-b2d5cece19a0.wav	b9br7qKM8QWW0h954mhTKmnDASI2	4	ഉള്ളം കൈയ്യിൽ നിന്ന് രോമം പറിക്കാമോ?	proverb	Female	20-30
7yRaBj2aaYYSyVgWFuSk	audio/2d8459ab-83d1-48fe-9f3b-4bb295ee061d.wav	09eJLYsUg8XByGwaPX3P6oykfui2	4	അണ്ണാൻ മൂത്താലും മരം കേറ്റം മറക്കുമോ?	proverb	default	default
8AA0wHKriNC8n2Z5lJq2	audio/d32d4a34-ee4c-472e-b03e-026eb655acc6.wav	2dEDqqeI3PZx0m2D9EBHUn7noTM2	4	എനിയ്ക്കിത് മടുത്തു.	conversation	Male	30-40
